title,singer,lyric,genre
Sống Ở Nơi Đó,Dương Diệp Quý, hiện chưa có lời bài hát nào cho sống ở nơi đó do ca sĩ dương diệp quý trình bày bạn có thể click vào đây để đăng lời cho bài hát này,rock-viet
Ăn Bám,Wừu, hiện chưa có lời bài hát nào cho ăn bám do ca sĩ wừu trình bày bạn có thể click vào đây để đăng lời cho bài hát này,rock-viet
Đ.M.M,Wừu, hiện chưa có lời bài hát nào cho đmm do ca sĩ wừu trình bày bạn có thể click vào đây để đăng lời cho bài hát này,rock-viet
Xem Như Mày Đã Chết,Wừu, hiện chưa có lời bài hát nào cho xem như mày đã chết do ca sĩ wừu trình bày bạn có thể click vào đây để đăng lời cho bài hát này,rock-viet
Đây Là Sài Gòn,Wừu, hiện chưa có lời bài hát nào cho đây là sài gòn do ca sĩ wừu trình bày bạn có thể click vào đây để đăng lời cho bài hát này,rock-viet
Chẳng Ai Vì Ai,Wừu, hiện chưa có lời bài hát nào cho chẳng ai vì ai do ca sĩ wừu trình bày bạn có thể click vào đây để đăng lời cho bài hát này,rock-viet
Không Thèm Nói,Wừu, hiện chưa có lời bài hát nào cho không thèm nói do ca sĩ wừu trình bày bạn có thể click vào đây để đăng lời cho bài hát này,rock-viet
Trong Óc Người Điên,Wừu, hiện chưa có lời bài hát nào cho trong óc người điên do ca sĩ wừu trình bày bạn có thể click vào đây để đăng lời cho bài hát này,rock-viet
Ngu Mà Lì,Wừu, hiện chưa có lời bài hát nào cho ngu mà lì do ca sĩ wừu trình bày bạn có thể click vào đây để đăng lời cho bài hát này,rock-viet
Giãn,Wừu, hiện chưa có lời bài hát nào cho giãn do ca sĩ wừu trình bày bạn có thể click vào đây để đăng lời cho bài hát này,rock-viet
Vịt Nghe Sấm,Wừu, hiện chưa có lời bài hát nào cho vịt nghe sấm do ca sĩ wừu trình bày bạn có thể click vào đây để đăng lời cho bài hát này,rock-viet
Trở Lại Mặt Đất,Wừu, hiện chưa có lời bài hát nào cho trở lại mặt đất do ca sĩ wừu trình bày bạn có thể click vào đây để đăng lời cho bài hát này,rock-viet
Cạp Đất Ăn,Wừu, hiện chưa có lời bài hát nào cho cạp đất ăn do ca sĩ wừu trình bày bạn có thể click vào đây để đăng lời cho bài hát này,rock-viet
Too Much Love Will Kill You (Vietnamese Version),Tuấn RC, hiện chưa có lời bài hát nào cho too much love will kill you vietnamese version do ca sĩ tuấn rc trình bày bạn có thể click vào đây để đăng lời cho bài hát này,rock-viet
Like Cho Vui,Wừu, hiện chưa có lời bài hát nào cho like cho vui do ca sĩ wừu trình bày bạn có thể click vào đây để đăng lời cho bài hát này,rock-viet
Việt Nam Ơn Người,Vũ Minh Vương, hiện chưa có lời bài hát nào cho việt nam ơn người do ca sĩ vũ minh vương trình bày bạn có thể click vào đây để đăng lời cho bài hát này,rock-viet
Luật Dùi Cui,Wừu, hiện chưa có lời bài hát nào cho luật dùi cui do ca sĩ wừu trình bày bạn có thể click vào đây để đăng lời cho bài hát này,rock-viet
Rock Coffee,Zina Bya,cafe cafe cafe tối cafe cafe cafe ngày cafe cafe cafe sáng đầy vơi đầy vơi cafe chiều lúc rỗi với bạn bè lúc rỗi với một mình buồn vui ôi từng giọt làm thơ cho vơi nỗi nhớ nhớ bà ha nhớ đại ngàn nhớ bếp lửa nhà sàn để nghe tiếng chim rộn ràng tiếng ông già làng kèn khắp cafe cafe cafe tối cafe cafe cafe ngày lời nắng lời gió lời em hát gọi yêu gọi nhớ gọi tiếng đàn lúc rối lúc thẫn thờ trống vắng với mong chờ người xa say hồn ếch say trong hương hoang ngất ngây bừng lên cuộn lên như thác trào bên ly cafe lâng lâng êm êm giữa chận trời đêm xôn sang cuộc đời vẫn còn hương rừng hương đời cao nguyên tình yêu của tôi,rock-viet
Đừng nhìn lại,Nam Kún, hiện chưa có lời bài hát nào cho đừng nhìn lại do ca sĩ nam kún trình bày bạn có thể click vào đây để đăng lời cho bài hát này,rock-viet
Con Người Ta,6duk Band,con người ta đi du học con người ta làm giám đốc 30 tuổi thăng quan tiến chức 25 tốt nghiệp đã được vào hội cống hiến cho đất nước con của dân học mửa mật con của dân đi học thật 30 tuổi lương ba triệu 25 tốt nghiệp mốc mõm ngoài đường không xin được việc bắc thang lên hỏi ông trời tại sao tại sao ổng hét lên thảm thiết rằng không phải tại tao chắc là lỗi của dân chắc là lỗi tập thể kiểm điểm mau lifes unfair united we fight dont let blinded love keep you blind raise your voice till they hear it kids you raise your voice till they can fuckin hear it cuộc đời nhiều lúc giống như một cuộc đua thua thì làm giặc thắng tất sẽ làm vua tất cả chỉ là 2 chữ tiền và quyền nếu làm underdog sẽ chuốc lấy nhiều muộn phiền trách phận này sinh ra đã là con của dân không là con người ta khiển tướng điều quân mấy ai giàu 3 họ chả ai khó 3 đời ha sẽ đến lúc có mấy vụ dân nổi can qua nhiều người nói nói không làm nói sái quai hàm nhưng nói mà không làm x 4,rock-viet
Someday You'll See,Phạm Anh Khoa,i cant forget this melody when we just thought we meant to be now it reminds me i wanna be free no no no no why dont you see what you have done i live just like never see the sun i keep wishing that i had gone my freedom comes that thing undone ,rock-viet
Intro (Nơi Xa Lạ),Re, hiện chưa có lời bài hát nào cho intro nơi xa lạ do ca sĩ recycle trình bày bạn có thể click vào đây để đăng lời cho bài hát này,rock-viet
Ngoài Xa Bàng Bạc (Rock Version),Vinh Quang, hiện chưa có lời bài hát nào cho ngoài xa bàng bạc rock version do ca sĩ vinh quang trình bày bạn có thể click vào đây để đăng lời cho bài hát này,rock-viet
Ký Sinh,Atmosphere, hiện chưa có lời bài hát nào cho ký sinh do ca sĩ atmosphere trình bày bạn có thể click vào đây để đăng lời cho bài hát này,rock-viet
Bình minh sinh viên,Cao Phan Quang, hiện chưa có lời bài hát nào cho bình minh sinh viên do ca sĩ cao phan quang trình bày bạn có thể click vào đây để đăng lời cho bài hát này,rock-viet
"Người Con Gái Sông La, Ngọn Lửa Cao Nguyên",V.A, hiện chưa có lời bài hát nào cho người con gái sông la ngọn lửa cao nguyên do ca sĩ va trình bày bạn có thể click vào đây để đăng lời cho bài hát này,rock-viet
Vì Trái Đất Ngày Mai,Đức Thọ, hiện chưa có lời bài hát nào cho vì trái đất ngày mai do ca sĩ đức thọ trình bày bạn có thể click vào đây để đăng lời cho bài hát này,rock-viet
Khóc Để Biết (Rock Version),Brother A Tuấn Anh, hiện chưa có lời bài hát nào cho khóc để biết rock version do ca sĩ brother a tuấn anh trình bày bạn có thể click vào đây để đăng lời cho bài hát này,rock-viet
Hơi Thở Lụi Tàn,Atmosphere, hiện chưa có lời bài hát nào cho hơi thở lụi tàn do ca sĩ atmosphere trình bày bạn có thể click vào đây để đăng lời cho bài hát này,rock-viet
Giữ Ấm Bếp Hồng,Vinh Quang, hiện chưa có lời bài hát nào cho giữ ấm bếp hồng do ca sĩ vinh quang trình bày bạn có thể click vào đây để đăng lời cho bài hát này,rock-viet
Vua Muôn Loài,Eban Tú, hiện chưa có lời bài hát nào cho vua muôn loài do ca sĩ eban tú trình bày bạn có thể click vào đây để đăng lời cho bài hát này,rock-viet
Trong Gió Trời,Minh Ca, hiện chưa có lời bài hát nào cho trong gió trời do ca sĩ minh ca trình bày bạn có thể click vào đây để đăng lời cho bài hát này,rock-viet
Em Sẽ Quay Về,Nu Voltage, hiện chưa có lời bài hát nào cho em sẽ quay về do ca sĩ nu voltage trình bày bạn có thể click vào đây để đăng lời cho bài hát này,rock-viet
Lầm,Phước Lion, hiện chưa có lời bài hát nào cho lầm do ca sĩ phước lion trình bày bạn có thể click vào đây để đăng lời cho bài hát này,rock-viet
Xa,Phước Lion, hiện chưa có lời bài hát nào cho xa do ca sĩ phước lion trình bày bạn có thể click vào đây để đăng lời cho bài hát này,rock-viet
Giọt Sương Và Chiếc Lá,Phương Anh, hiện chưa có lời bài hát nào cho giọt sương và chiếc lá do ca sĩ phương anh trình bày bạn có thể click vào đây để đăng lời cho bài hát này,rock-viet
Ký Ức Vuột Mất,Phạm Anh Khoa,sâu trong tim tôi suy tư điên cuồng và chán trường đôi chân hoang mang về đâu ohhh màn đêm câm lặng lắng nghe tôi than van chính tôi ohhh sâu trong tôi là bão tố bão tố tìm nơi tôi bình minh và tìm hòai những ký ức tìm mãi ngày đó ohhh còn gì ngoài kia đó là có ý nghĩa ohhh và tìm hoài những ký ức ngày đó có nhau chỉ còn lại ký ức đó gào thét thoát xác còn nghe em luôn gần bên tôi thật gần em luôn kề bên tôi dõi bước những giấc mơ đường đời mà vì sao tôi vụt mất mãi đánh mất em và em khóc cho lừa dối cho lầm lỡ nước mắt cứ rơi vì sao vì sao vì sao vì sao từng ngày trôi trong cuồng quay một thế giới vội vã bon chen khát khao bao tham vọng chất cao chỉ còn tôi thương tôi một cõi ước muốn giờ dường như tâm hồn tôi chẳng còn nối với xác thân trên lưng chất đầy hối hận ohh trong tôi tan tành lạc lối như con chó hoang ohhhhh giờ này tôi nhận ra lầm lỗi là chính tôi là chính tôi vì chính tôi và sau cùng tôi nhận ra chẳng còn đó những giấc mơ khi xa ,rock-viet
"Rung Chân Nào, Lương Tăng Đều",Phan Phong Nhật, hiện chưa có lời bài hát nào cho rung chân nào lương tăng đều do ca sĩ phan phong nhật trình bày bạn có thể click vào đây để đăng lời cho bài hát này,rock-viet
Tình Trong Dĩ Vãng,Thiên Quang Minh,dốc hết tin yêu vì anh trót yêu người đã mãi xa nhau cho con tim mãi sầu đau hãy cứ ra đi vì em gian dối biết em có còn nhớ đêm nào những phút bên nhau giờ em đã quên rồi những dấu yêu xưa nay đã trao về ai thức trắng đêm thâu tình mình nay xa quá trách ai sao nỡ phũ phàng xin em hãy vui bên tình yêu mới và xin em hãy cho ta buồn muôn kiếp bao nhiêu giấc mơ cô đơn dưới mưa vì sao em hỡi đêm nay vắng em không còn hơi ấm bài ca xưa dở dang cung đàn hiu hắt nghe sao nhớ thêm tình trong di vãng xa mờ,rock-viet
Hoa Chuỗi Ngọc,Diệp Chí Huy, hiện chưa có lời bài hát nào cho hoa chuỗi ngọc do ca sĩ diệp chí huy trình bày bạn có thể click vào đây để đăng lời cho bài hát này,rock-viet
Hoa Ban Trắng,Trọng Cầu, hiện chưa có lời bài hát nào cho hoa ban trắng do ca sĩ trọng cầu trình bày bạn có thể click vào đây để đăng lời cho bài hát này,rock-viet
Sao Rơi,Nhã Ca, hiện chưa có lời bài hát nào cho sao rơi do ca sĩ nhã ca trình bày bạn có thể click vào đây để đăng lời cho bài hát này,rock-viet
Thời Gian Đã Hết,Bảo Dũng,sáng sớm kìa mặt trời vừa nhô lên lại một ngày mới đến ta vẫn đang đắp mền thế đấy lại một ngày dài qua đây lòng buồn rầu biết mấy bao ưu phiền vẫn đấy bước tới lòng lại ngập ngừng chơi vơi chờ một làn gió mới cứ ngước lên giữa trời chán ngán cuộc đời thật nhiều gian nan ngày lại ngày oán thán trôi theo dòng thời gian thôi thôi thời gian đã hết thức giấc đi đừng ngủ quên bao khó khăn luôn cờ bên coi chí ai luôn bền thôi thôi buồn phiền chi nữa những lúc không vui ngày xưa tan biến đi như màn mưa tiếc nuối thêm dư thừa gạt hết chuyện ngày xưa tiếc nuối sao cho vừa con tim còn đầy sức sống cứ bước đi đừng chờ mong hãy vững tin vào thành công nhân thế luôn xoay vòng đam mê còn đầy như thế sao bấy lâu còn ngủ mê lo lắng chi ai cười chê cho tháng năm ê chề dậy xin đừng ngủ mê khi nắng mai đang về khi nắng mai đang đến,rock-viet
